EGLN3	1
SELENBP1	0.878398639254793
Gm47507	0.829476589102011
NDRG1	0.731371951432999
Gm11290	0.69931736449315
BNIP3	0.662774472160832
PGM1	0.630424283313225
TDRD7	0.519021839731433
BNIP3L	0.485644429024325
MTHFD1L	0.442476917814191
HIGD1A	0.404514370035506
FAM162A	0.397034572490316
GBE1	0.382059218170387
CCND2	0.372089604801637
P4HA1	0.336445782579577
CCDC47	0.330177887745125
EIF4EBP1	0.252350306423626
Pilra	0.203015873780371
SERPINE1	0.184649137210507
DOK2	0.153977531025313
Mt2	0.144879869123646
Cxcl3	0.107460960701052
PDIA4	0.100584209194168
RBPMS	0.065341544972255
KLF7	-0.0475912188991892
LYAR	-0.10788875594556
FBXL5	-0.118040670908321
ME2	-0.204303772157664
Ero1l	-0.87548052563269
IMPA2	-1
