KRT7	3.552009958
NKAIN3	-1.275737173
ACOT4	2.07889809
MYPOP	-0.94541425
SPAG17	2.996211119
GRIN1	-1.949415486
DOCK8	-2.712171064
LRRD1	-2.192755148
CREB3L4	-1.646606534
RCOR2	-3.372792639
RABEP2	0.795135709
LAMA3	-1.647120162
TDP1	0.64098987
CHRDL1	1.413802717
ZNF143	0.531698938
FRMD4B	0.709025618
PALM	0.352828911
INTS12	1.62316563
ZNF408	0.756314191
PLBD1	-1.891340787
MED13	0.260768182
SULF1	0.298814167
DPF1	1.0063162
CCNL2	0.361271126
STAC2	-1.455821422
BIRC6	0.282618084
R3HDM1	0.265294626
IFT20	-0.300257577
GRPEL2	0.955865148
UGGT2	0.882596765
NPFF	1.606242046
LSM4	-0.399374565
B4GALT4	-0.941411383
NOL3	-0.834804534
ITGB8	0.637398448
LMF2	-0.490400097
PAXBP1	0.528345405
MAGEH1	-0.700762639
ZNF423	0.764149114
ZXDB	1.312477889
MYL7	1.652769135
REEP5	-0.400683194
SRP14	-0.353088026
PSMB11	2.036649755
ASAH1	0.401928507
STAP1	1.20905491
TTC14	0.446319904
AXIN2	1.086594205
CCND1	0.24753036
DOCK2	-2.051072676
IP6K2	0.451262072
CERS1	-2.917261266
PSAP	-0.22228681
C18orf21	0.689131501
TMCO3	-0.547627195
ATG4B	-0.298893968
MSH2	0.665376303
PTCRA	1.500195543
RDH12	1.691146653
GRIK5	1.436857514
SCIN	2.379633107
ATG5	-0.491172558
PPP2R3A	0.37762239
GSPT2	-0.636004626
CINP	0.641935099
CYB5D1	1.415564517
NOMO2	0.330735908
SLX4	0.737274975
C5AR2	1.694284621
SETDB1	0.913565375
AKR1A1	-0.29333361
PLD1	0.603114581
SLC7A4	2.172374941
FIGNL1	1.507101628
TRPC4	2.37081031
PRTG	2.386685782
CMPK1	0.725497336
ARHGEF16	1.91958514
CFI	1.682335812
GPR84	1.682335812
ZNF385B	1.683353964
ARHGAP33	1.683353964
UXT	-0.864305295
ZBTB8A	1.089054654
IQCG	1.685661189
SH2B1	-0.405387449
SND1	-0.379415377
MORC1	1.98454172
FSTL3	-0.450507741
ARIH2	-0.254548689
SRI	-0.219495609
COL19A1	-2.157315519
COMMD10	-1.023464513
AP1AR	0.519495306
WDR25	2.513794122
LMTK2	-1.568991641
EMC3	-0.22929263
HSPB7	1.989537189
ASB1	-0.571934038
ATP6AP2	-0.35152955
PCDHGA4	2.27450515
