DDIT4	1.161476704
GARNL3	-3.290822861
RECK	-2.908341148
ZNF385A	-3.398696292
SIK2	-3.037399816
GPR161	-2.414304602
EFS	-2.867671893
GNAZ	-1.916008674
MIEF2	1.240473438
CEP78	-2.63188049
THBD	-0.892071962
ZC4H2	-1.860095216
LTBP1	-0.808664258
GEM	-1.882747902
ANG	-2.730526419
SRBD1	-1.438244854
NDUFAF3	0.790918686
KCTD15	-1.954069095
TNFSF13B	-1.946263013
PCDHB15	-3.155161877
PTPN12	-0.804037249
TRIM14	-2.167869896
PDHB	0.786061852
CCDC169	1.813786438
ASTN2	-2.445234365
ABCA5	-1.400916836
BRDT	-2.421499317
PPA2	0.920656391
ATPAF1	0.990529003
RPS6KA6	1.556905577
PRR14L	-2.585905498
TRIB2	-0.754493402
FAM217A	-1.714432677
SLC1A4	-2.263288727
STON1	-3.009778565
ADCK1	1.098355274
CCDC88A	-1.574857122
GRIA2	-2.876982036
CAP2	0.737036093
PREX2	-1.392005326
RUNX2	-2.078925245
PPP1R10	-0.917349123
SMG1	-0.671754682
CHST1	-1.335445195
PDE6H	1.579018957
ADAM33	-1.694403031
AAMP	0.620078772
TRIM33	-1.184740755
CDC42EP2	-0.961743616
DDT	0.848271289
RCN1	-0.92728973
TBC1D10A	-1.94011926
ZNF655	1.152470936
PTCH1	-1.189534329
S1PR3	-1.680010773
IFNGR2	0.895852599
APBA1	-1.808291309
CTNS	-2.362880066
SFXN1	-0.986270677
LYST	-1.392682332
UTP14C	-1.670762868
BEAN1	-2.543633683
SLC16A10	1.22290093
PPP1R3C	0.875501851
NKD2	-1.732028015
SLC22A3	1.029161503
CMIP	-1.176997869
DTNBP1	0.725269881
EFEMP1	-2.670242554
KCNC2	-1.316839619
SCRN1	-1.406723104
ARPC1B	-0.783783649
PHF21A	-0.615092687
TSPAN11	-2.521320195
G2E3	-1.241934533
XAF1	-1.252052692
TRIO	-0.830147208
MKNK1	2.363193074
DAD1	0.494946695
LPP	-0.973306045
NFYA	-2.09541361
PTAR1	-1.395155042
MTBP	-2.077409365
PRRC2C	-0.931648885
MDN1	-1.367676503
COQ9	1.161241881
ASB14	1.139869841
TEK	-1.41338838
SCG3	-1.478584589
GPR37	1.804616679
CHCHD10	0.792616941
GFRA4	1.968836555
KMT2A	-1.078103817
USP42	-1.010558478
ROR2	-2.765058088
PLD2	-2.028974702
ASAH1	-1.119734293
MRPL27	1.334266935
ATP8B2	-2.233490375
TLN1	-0.74464546
IFIH1	-1.168087101
IFI16	-1.403460388
PGK1	0.710485176
MZF1	-1.408295862
TPM3	-0.730082855
RTEL1	-2.417768815
ARHGEF15	-0.756223357
HSPE1	0.622192866
SULF1	-1.68252568
SECISBP2L	-0.590753942
DYNC2H1	-2.148923897
SIN3A	-0.863007042
COL25A1	-1.660544498
TMEM143	0.745765623
SDCCAG8	-1.068043689
MGA	-0.612443579
SYNE1	-0.873815292
RANGRF	0.810611897
SHE	-0.83263358
ATF5	-1.312512393
NCOA1	-0.783624804
HIF3A	1.110251783
CPA6	1.110251783
LRRC4	1.110251783
CSMD1	1.110251783
CAPN6	1.110251783
ZFHX3	-1.137478844
PSMB5	1.023572026
TCTN2	-2.3729704
AKAP1	0.568637118
BDH2	-1.574404708
KREMEN2	-1.574404708
ABCA9	-1.952902994
MCFD2	0.687373029
ZNF516	-0.621872538
HMBS	1.199668016
FAM135B	-1.636183548
NFKBIB	0.730213766
C3orf62	-1.178157573
TBKBP1	-1.208704523
TRA2A	-0.886812002
ARHGAP24	-0.995009868
SP3	-0.545475283
CAMSAP2	-0.789437161
DHRS11	2.133569052
CPED1	-1.294376477
CYP39A1	-2.28234368
ODF2	-0.980204837
CCDC112	-1.146594361
GOLGB1	-0.816295448
SERPINE2	-1.177560855
ADPRH	0.69839835
INO80	-0.965452602
DZIP1	-1.785778444
COL6A3	-2.088432428
SPON2	-1.607599895
SETD5	-0.849403082
EPS8L1	-1.495456997
NPR3	-1.246338609
PLXDC2	-1.641792352
HUWE1	-0.566452571
TRAK2	0.744493938
SELENBP1	3.788353302
NUCB2	-1.69270791
FASTK	1.216967129
PCDH18	-2.268507433
P2RY12	2.147202338
MRPL50	0.518576979
CDC14A	-2.113045833
RBPJ	-0.843100609
CCR5	-2.138864893
SON	-0.655378896
SEMA5A	-2.129508362
HERC1	-0.930121605
SGCA	0.857606684
TIMM10	0.691472206
CAMK2B	1.157567626
IGSF8	-1.986655829
UQCRC2	0.851721422
HNRNPR	-0.730360708
HSD17B12	-0.592332252
PGP	0.505297504
CCNK	0.690225318
CNN1	-2.515297765
IL6ST	-0.637503198
DOCK7	-2.354260861
DCTN3	0.632910282
WFS1	1.161519952
CABLES2	-1.098213048
MYO6	-0.883351195
CIT	-2.123969006
AR	-2.072008725
GDF6	-1.798380844
PNPLA6	-2.293011193
ARMCX3	-0.78356049
THBS3	-2.454301683
NMT2	-1.482885232
ATRX	-0.72247428
PLA2G5	1.311155819
KAT6A	-0.929177712
