STMN4	-4.545998309
OGDHL	-1.972642384
JAKMIP3	-2.914433507
ADAMTS14	-3.566180296
B3GALT1	-2.777007168
PTAFR	-2.282756779
CRYAB	-1.058267956
OSBPL3	-0.869242179
TCF21	-2.308639458
DISP2	-2.662641377
MOB3A	-1.650231491
GFPT2	-2.322610607
BLNK	-3.238528969
MMP16	-3.113792974
MSI1	-2.529400672
GTDC1	0.630329362
SCD	-1.691024719
CSTF2T	0.64482687
STK4	-0.539796779
NNMT	-1.73243866
RGCC	0.954178964
IFI16	-2.841293045
C3	-3.152376607
C14orf39	-2.61569016
FLNC	-0.932809413
VCAN	-2.757392615
LARP6	-3.776362959
TRNP1	-3.703853735
EFHD1	-2.668699569
C4B	-3.073388586
PTPRM	0.635361467
SLC1A1	0.973345808
SERF1A	-1.736239865
GSN	-3.147599201
LRP1	-2.938194187
CELF2	-2.41683656
TF	-1.557450317
LYZ	-3.130964238
LRRC59	-0.519593429
COL12A1	-2.761403461
FAM114A1	-0.665762957
MFAP5	-2.246766639
PLCB1	0.53319752
C1R	-2.152535537
RUNX2	-2.995440451
FBLN1	-3.129910549
NPAS2	-3.307393742
COL1A2	-2.61514373
CMTM7	-1.320888607
RAB32	1.281633147
CCDC169	-2.351412645
DCN	-2.288200685
SMAD3	-1.631930519
SDC2	-2.614625765
CALR	-0.526959543
QPCT	-3.030710177
KIF4A	1.616552338
FOXM1	-1.188760549
FNDC4	-2.833218811
ALDH1A2	-2.957345979
SNRK	0.324936814
MAN2A2	-0.907516404
TMEM88	0.562455809
CCBE1	-2.903789379
HAS2	-3.201000362
EMP3	-1.407871991
HSD11B1	-2.626462123
ARHGAP20	-3.211388991
ASPN	-2.418281206
SIRPA	-1.447629128
ANGPTL6	-2.096796107
P2RY1	-3.832550539
PTGES	-2.478111348
FRMD6	-1.44987412
LRP5	0.922312904
FGFR1	-1.177424208
GUSB	0.397561249
MXRA8	-1.701733839
CYTH1	0.668809876
SMOC2	-3.565501655
MEDAG	-2.731294974
DDR1	-1.557070014
SYNGR1	-2.043303543
DBN1	-1.46510417
ANKS1A	0.347792027
HS3ST3B1	-1.520833535
BMP1	-0.933388859
PPP2R5A	0.444049901
PLCG1	0.461656654
CRISPLD2	-2.802665887
SDCCAG8	-0.518496279
ZNF330	0.506691538
RAB36	-2.132321362
VIL1	2.203209904
SERPING1	-2.672404571
MMP23B	-2.755241038
WDR59	0.690224465
IRS2	-2.100787689
IGDCC4	-2.836544935
LGI4	-3.61793982
PARD6B	-2.312843059
C2orf76	2.129547468
