"Name"	"Score"
"Nicotinyl_alcohol.txt"	"Nicotinyl_alcohol.txt"	3.10301512515966e-08
"3690.txt"	"3690.txt"	1.17399556952068e-07
"drug_382.txt"	"drug_382.txt"	1.11711897395082e-05
"Acetylsalicylic_acid.txt"	"Acetylsalicylic_acid.txt"	1.24583452869979e-05
"2540.txt"	"2540.txt"	1.74064808685552e-05
"Ramipril.txt"	"Ramipril.txt"	1.90942494067771e-05
"2907.txt"	"2907.txt"	2.00796425374545e-05
"2244.txt"	"2244.txt"	2.14782559746523e-05
"Etilefrine.txt"	"Etilefrine.txt"	2.16437688059574e-05
"drug_49.txt"	"drug_49.txt"	2.44570965534988e-05
"DB00762.txt"	"DB00762.txt"	2.75539623570332e-05
"Treprostinil.txt"	"Treprostinil.txt"	3.87571647675532e-05
"drug_163.txt"	"drug_163.txt"	4.4347876398472e-05
"9875401.txt"	"9875401.txt"	5.33006803809662e-05
"Rivaroxaban.txt"	"Rivaroxaban.txt"	5.33006803809662e-05
"drug_155.txt"	"drug_155.txt"	6.35719848283417e-05
"drug_69.txt"	"drug_69.txt"	6.35719848283417e-05
"drug_72.txt"	"drug_72.txt"	9.53401495853362e-05
"drug_162.txt"	"drug_162.txt"	0.000123148596026149
"5593.txt"	"5593.txt"	0.000135585771377055
"5509.txt"	"5509.txt"	0.000237522934522148
"drug_280.txt"	"drug_280.txt"	0.000294681090706844
"drug_368.txt"	"drug_368.txt"	0.000308227378814038
"Synephrine.txt"	"Synephrine.txt"	0.000318507245332604
"4814.txt"	"4814.txt"	0.000392491160914018
"54585.txt"	"54585.txt"	0.000392491160914018
"drug_50.txt"	"drug_50.txt"	0.000537212898233859
"drug_281.txt"	"drug_281.txt"	0.000662738161473448
"drug_325.txt"	"drug_325.txt"	0.000767343843329861
"Dobutamine.txt"	"Dobutamine.txt"	0.000989673303253247
"drug_352.txt"	"drug_352.txt"	0.000998545937836292
"drug_55.txt"	"drug_55.txt"	0.00111401477558753
"5090.txt"	"5090.txt"	0.00124040255040856
"drug_57.txt"	"drug_57.txt"	0.00128509712239709
"drug_167.txt"	"drug_167.txt"	0.0014273124092207
"3019.txt"	"3019.txt"	0.0015493064414917
"drug_76.txt"	"drug_76.txt"	0.00199962685743321
"Bisoprolol.txt"	"Bisoprolol.txt"	0.00247677440398581
"drug_81.txt"	"drug_81.txt"	0.00301841430886953
"4781.txt"	"4781.txt"	0.0030976266579515
"3059.txt"	"3059.txt"	0.00332097510533717
"4173.txt"	"4173.txt"	0.00338719140067351
"2581.txt"	"2581.txt"	0.00340739433343157
"Nitrofural.txt"	"Nitrofural.txt"	0.0035558782874651
"drug_67.txt"	"drug_67.txt"	0.00395153278173649
"drug_51.txt"	"drug_51.txt"	0.00401445706592682
"4614.txt"	"4614.txt"	0.00418855763332688
"drug_164.txt"	"drug_164.txt"	0.00433358012230263
"drug_48.txt"	"drug_48.txt"	0.00456623429212197
"16231.txt"	"16231.txt"	0.0047657937366686
"Amiloride.txt"	"Amiloride.txt"	0.0047657937366686
"drug_75.txt"	"drug_75.txt"	0.00511358009689905
"10127622.txt"	"10127622.txt"	0.00555481956133353
"Quinapril.txt"	"Quinapril.txt"	0.00576953820578655
"Telmisartan.txt"	"Telmisartan.txt"	0.00625132862860705
"drug_159.txt"	"drug_159.txt"	0.00767812745254302
"3308.txt"	"3308.txt"	0.00834369548279123
"drug_367.txt"	"drug_367.txt"	0.00851879071761764
"drug_282.txt"	"drug_282.txt"	0.00874602083264673
"drug_56.txt"	"drug_56.txt"	0.00919413025499328
"drug_68.txt"	"drug_68.txt"	0.00943479566664117
"DB01050.txt"	"DB01050.txt"	0.00961800127323774
"4369359.txt"	"4369359.txt"	0.0115250668150576
"Carvedilol.txt"	"Carvedilol.txt"	0.012386611255456
"Milrinone.txt"	"Milrinone.txt"	0.0124217368055045
"drug_420.txt"	"drug_420.txt"	0.012967167472937
"drug_339.txt"	"drug_339.txt"	0.0129981778466475
"12560.txt"	"12560.txt"	0.0138269000719807
"drug_70.txt"	"drug_70.txt"	0.0142969935933103
"drug_165.txt"	"drug_165.txt"	0.014309982368313
"drug_347.txt"	"drug_347.txt"	0.0145787509588824
"drug_374.txt"	"drug_374.txt"	0.0151990587313735
"drug_433.txt"	"drug_433.txt"	0.0151990587313735
"drug_324.txt"	"drug_324.txt"	0.0157022055652575
"drug_274.txt"	"drug_274.txt"	0.0168300523507201
"Cilostazol.txt"	"Cilostazol.txt"	0.0182600440808327
"Atenolol.txt"	"Atenolol.txt"	0.0192890123445942
"3463.txt"	"3463.txt"	0.0196683237870246
"Gemfibrozil.txt"	"Gemfibrozil.txt"	0.0196683237870246
"3394.txt"	"3394.txt"	0.0210891059212451
"4030.txt"	"4030.txt"	0.0216106603836183
"drug_36.txt"	"drug_36.txt"	0.022040340777323
"392622.txt"	"392622.txt"	0.0221045292431216
