IMPA2	1
EGLN3	0.897003155476188
Ero1l	0.867419543684604
Gm47507	0.715440618819284
NDRG1	0.610985009004817
Gm11290	0.576855313348132
TDRD7	0.384888048259774
FAM162A	0.255003725846176
P4HA1	0.190492616601787
CCDC47	0.183818958834511
ME2	0.152793010797742
FBXL5	0.0609455195926107
LYAR	0.050136402985937
Pilra	0.0484248935841203
SERPINE1	0.0288691547904092
Mt2	-0.0134746451418969
KLF7	-0.014064598639887
Cxcl3	-0.0533159308419746
RBPMS	-0.134308258863414
PDIA4	-0.171832417458305
DOK2	-0.228682247643796
EIF4EBP1	-0.333423353543808
CCND2	-0.460914180970637
GBE1	-0.471529194376635
HIGD1A	-0.495438019048726
MTHFD1L	-0.535858137531932
BNIP3L	-0.581820171690198
PGM1	-0.735972598404409
BNIP3	-0.770417032265841
SELENBP1	-1
