Gene_Symbol	logFC	pv
TP53	1	0.0543800315194861
BRCA1	0.97979797979798	0.0672744913582818
BRCA2	0.95959595959596	0.0641225895417062
EGFR	0.939393939393939	0.00335030265586695
VEGFA	0.919191919191919	0.0605551775207534
MYC	0.898989898989899	0.0626749854287468
CDKN2A	0.878787878787879	0.0852247441324234
RB1	0.858585858585859	0.0499661732040373
PTEN	0.838383838383838	0.0399802957419897
BRAF	0.818181818181818	0.00751539918717299
KRAS	0.797979797979798	0.00246680651487559
NRAS	0.777777777777778	0.0544175265580158
HRAS	0.757575757575758	0.0611639739044211
PIK3CA	0.737373737373737	0.0818733372108696
AKT1	0.717171717171717	0.0362172009729417
AKT2	0.696969696969697	0.0754027328774207
MTOR	0.676767676767677	0.0833792613092388
TSC1	0.656565656565657	0.0828926711225932
TSC2	0.636363636363636	0.079669130367115
APC	0.616161616161616	0.0577506470334818
CTNNB1	0.595959595959596	0.0938242506535875
SMAD4	0.575757575757576	0.0147339313338804
FBXW7	0.555555555555556	0.00347080324205784
GNAS	0.535353535353535	0.063300542089214
STK11	0.515151515151515	0.0735445071637717
VHL	0.494949494949495	0.0576204692070235
MEN1	0.474747474747475	0.0075537613222064
NF1	0.454545454545455	0.0513852084657209
NF2	0.434343434343434	0.0181680318819236
RET	0.414141414141414	0.0636961727548922
CDH1	0.393939393939394	0.0952397259821563
CDK4	0.373737373737374	0.021479231467054
CDK6	0.353535353535353	0.0527682927441337
CCND1	0.333333333333333	0.00745850788940459
CCNE1	0.313131313131313	0.0955231089631308
CDK2	0.292929292929293	0.0584648559542138
CDK1	0.272727272727273	0.00674747146792534
ERBB2	0.252525252525252	0.0464363121366759
ERBB3	0.232323232323232	0.0861036549945279
ERBB4	0.212121212121212	0.0895381747176735
KIT	0.191919191919192	0.00969623747496691
PDGFRA	0.171717171717172	0.0877052449097278
PDGFRB	0.151515151515151	0.0157386333203629
FLT3	0.131313131313131	0.0578450427472127
JAK2	0.111111111111111	0.0457263533610433
MPL	0.0909090909090909	0.0734977541181152
ABL1	0.0707070707070707	0.00356610267436928
SRC	0.0505050505050505	0.0923780293878956
LCK	0.0303030303030303	0.0575890210395702
LYN	0.0101010101010101	0.0868540093479311
CHIL3	-0.0101010101010102	0.01430207124459
YES1	-0.0303030303030303	0.0464242805516854
FYN	-0.0505050505050506	0.0265983748773142
FGR	-0.0707070707070707	0.0798231333153737
HCK	-0.0909090909090908	0.00102939086848686
BTK	-0.111111111111111	0.0419332799754805
TEC	-0.131313131313131	0.0064016991614924
BMX	-0.151515151515152	0.0625703920324156
ITK	-0.171717171717172	0.046381994352917
TXK	-0.191919191919192	0.0876395782282692
JAK1	-0.212121212121212	0.0522140733360562
JAK3	-0.232323232323232	0.0838484363740875
MCOLN2	-0.252525252525253	0.0633041376697687
STAT3	-0.272727272727273	0.0917575070226398
STAT5A	-0.292929292929293	0.0393160108717215
STAT5B	-0.313131313131313	0.0301843797534929
IL2RA	-0.333333333333333	0.0785626760876209
IL2RB	-0.353535353535354	0.0117541206290476
IL2RG	-0.373737373737374	0.0902615376391925
IL3RA	-0.393939393939394	0.0729171046428959
IL4R	-0.414141414141414	0.0764556163124862
IL5RA	-0.434343434343434	0.0343570120750279
IL6R	-0.454545454545455	0.0470368344880317
IL7R	-0.474747474747475	0.0755508709770766
IL9R	-0.494949494949495	0.0326492766765153
IL13RA1	-0.515151515151515	0.0578816455859602
IL21R	-0.535353535353535	0.00783432764476295
IL23R	-0.555555555555556	0.0169947082886225
IL10RA	-0.575757575757576	0.0950588855824886
IL10RB	-0.595959595959596	0.0195473346390251
IL12RB1	-0.616161616161616	0.0564647307830516
IL12RB2	-0.636363636363636	0.093917367003931
CSF2RA	-0.656565656565657	0.0417453860339901
CSF2RB	-0.676767676767677	0.0251333833076622
IFNAR1	-0.696969696969697	0.0118333054361887
IFNAR2	-0.717171717171717	0.0940124389234185
IFNGR1	-0.737373737373737	0.0568291224063525
IFNGR2	-0.757575757575758	0.0636111035201246
BCL2L15	-0.777777777777778	0.014282293067615
ACTB	-0.797979797979798	0.0143477887697884
GAPDH	-0.818181818181818	0.0516259958917868
TUBB1	-0.838383838383838	0.0308398286926412
TUBB2	-0.858585858585859	0.00168736383885069
TUBB3	-0.878787878787879	0.0696403240641828
TUBB4	-0.898989898989899	0.0271131185335488
TUBB6	-0.919191919191919	0.0136645711752344
IL17RA	-0.939393939393939	0.0505428051659582
MAP3K9	-0.95959595959596	0.0552865257316483
MOB3C	0.97979797979798	0.0282610036985727
ZBP1	1	0.0574910233164083
