Gene_Symbol	logFC	pv
TP53	1	0.0635676876027976
BRCA1	0.97979797979798	0.0304125953814932
BRCA2	0.95959595959596	0.0109487563348321
EGFR	0.939393939393939	0.093435344734197
VEGFA	0.919191919191919	0.0245478884031773
MYC	0.898989898989899	0.0513530104610936
CDKN2A	0.878787878787879	0.0251714390092996
RB1	0.858585858585859	0.07211482839243
PTEN	0.838383838383838	0.00606706666157955
BRAF	0.818181818181818	0.0297621936982765
KRAS	0.797979797979798	0.0611838861048906
NRAS	0.777777777777778	0.00348688802770241
HRAS	0.757575757575758	0.0878538049452633
PIK3CA	0.737373737373737	0.037673348771844
AKT1	0.717171717171717	0.0136754545519988
AKT2	0.696969696969697	0.0499503078725873
MTOR	-0.676767676767677	0.0318567922362394
TSC1	-0.656565656565657	0.0406087540734504
TSC2	-0.636363636363636	0.0511334520640641
APC	-0.616161616161616	0.0399027280040308
CTNNB1	-0.595959595959596	0.0478208785527588
SMAD4	-0.575757575757576	0.0343398530922343
FBXW7	-0.555555555555556	0.0445833909027083
GNAS	-0.535353535353535	0.005842456888562
STK11	-0.515151515151515	0.0843055465367616
VHL	-0.494949494949495	0.0946161248997967
MEN1	-0.474747474747475	0.0472454559301521
NF1	-0.454545454545455	0.0936442513485581
NF2	-0.434343434343434	0.0332894586452884
RET	-0.414141414141414	0.0898921317463277
CDH1	-0.393939393939394	0.0779574572202147
CDK4	-0.373737373737374	0.0213520977401522
CDK6	-0.353535353535353	0.0443313529637369
CCND1	-0.333333333333333	0.0912377956859118
CCNE1	-0.313131313131313	0.0191418598868918
CDK2	-0.292929292929293	0.0406523558921627
CDK1	-0.272727272727273	0.0205717238668544
ERBB2	-0.252525252525252	0.00979043332189349
ERBB3	-0.232323232323232	0.0173394331303296
ERBB4	-0.212121212121212	0.0565072930048338
KIT	-0.191919191919192	0.0266497170394917
PDGFRA	-0.171717171717172	0.0660210334516606
PDGFRB	-0.151515151515151	0.0846641680439571
FLT3	-0.131313131313131	0.0411209444972194
JAK2	-0.111111111111111	0.0736762729833973
MPL	-0.0909090909090909	0.0390268528443045
ABL1	-0.0707070707070707	0.0520354107236084
SRC	-0.0505050505050505	0.0774177989727043
LCK	-0.0303030303030303	0.06236105032872
LYN	-0.0101010101010101	0.00187528685434444
CHIL3	0.0101010101010102	0.0491081749196635
YES1	0.0303030303030303	0.0385439212934465
FYN	0.0505050505050506	0.0986628312893888
FGR	0.0707070707070707	0.0411203003100525
HCK	0.0909090909090908	0.0561583681265557
BTK	0.111111111111111	0.0466162074664375
TEC	0.131313131313131	0.0411592377001785
BMX	0.151515151515152	0.00696513636589344
ITK	0.171717171717172	0.0348057178604389
TXK	0.191919191919192	0.0131774138964197
JAK1	0.212121212121212	0.0727624485000209
JAK3	0.232323232323232	0.0936887130251961
MCOLN2	0.252525252525253	0.0377055521853787
STAT3	0.272727272727273	0.0917538278040588
STAT5A	0.292929292929293	0.0963064895310101
STAT5B	0.313131313131313	0.0079857250713971
IL2RA	0.333333333333333	0.0828558015611261
IL2RB	0.353535353535354	0.0298128514915639
IL2RG	0.373737373737374	0.0515743453555533
IL3RA	0.393939393939394	0.0224521494440523
IL4R	0.414141414141414	0.0619046790513533
IL5RA	0.434343434343434	0.0925957669123569
IL6R	0.454545454545455	0.0160079017052556
IL7R	0.474747474747475	0.0108012609092853
IL9R	0.494949494949495	0.0100769941001769
IL13RA1	0.515151515151515	0.00813543491643642
IL21R	0.535353535353535	0.0409513474143811
IL23R	0.555555555555556	0.0253055584534451
IL10RA	0.575757575757576	0.0696449927068624
IL10RB	0.595959595959596	0.00370107184874158
IL12RB1	0.616161616161616	0.0559324275081185
IL12RB2	0.636363636363636	0.0617748374234722
CSF2RA	0.656565656565657	0.0211475251538015
CSF2RB	0.676767676767677	0.0354464411241132
IFNAR1	0.696969696969697	0.044111625761386
IFNAR2	0.717171717171717	0.0960101742978225
IFNGR1	0.737373737373737	0.0740162527211719
IFNGR2	0.757575757575758	0.0607402052393617
BCL2L15	0.777777777777778	0.00936524676754296
ACTB	0.797979797979798	0.00259047634777545
GAPDH	0.818181818181818	0.00841904830313602
TUBB1	0.838383838383838	0.0361567106604916
TUBB2	0.858585858585859	0.0590652456081333
TUBB3	0.878787878787879	0.043087643590556
TUBB4	0.898989898989899	0.0458107537750049
TUBB6	0.919191919191919	0.00209353039129567
IL17RA	0.939393939393939	0.0638397988446702
MAP3K9	0.95959595959596	0.0489659515929233
MOB3C	0.97979797979798	0.0200345605984889
ZBP1	1	0.0102125730383214
