Gene_Symbol	logFC	pv
TP53	1	0.00119909854148723
BRCA1	0.97979797979798	0.0106153748334506
BRCA2	0.95959595959596	0.0683975225019733
EGFR	0.939393939393939	0.0481018152913201
VEGFA	0.919191919191919	0.00391752403215584
MYC	0.898989898989899	0.0633479014984516
CDKN2A	0.878787878787879	0.027037916844743
RB1	0.858585858585859	0.056031493561094
PTEN	0.838383838383838	0.068988907141652
BRAF	0.818181818181818	0.0155897427413564
KRAS	0.797979797979798	0.014048812552215
NRAS	0.777777777777778	0.0520457733939502
HRAS	0.757575757575758	0.0144081867499043
PIK3CA	0.737373737373737	0.0170298627424785
AKT1	0.717171717171717	0.0712931241948365
AKT2	0.696969696969697	0.0155494724253295
MTOR	0.676767676767677	0.0647235219560532
TSC1	0.656565656565657	0.0917207304106668
TSC2	0.636363636363636	0.0020237560108594
APC	0.616161616161616	0.0652710059307047
CTNNB1	0.595959595959596	0.00865661077807864
SMAD4	0.575757575757576	0.0161196151836634
FBXW7	0.555555555555556	0.0350876239152665
GNAS	0.535353535353535	0.0992766322798026
STK11	0.515151515151515	0.038563531439728
VHL	0.494949494949495	0.0529511600296374
MEN1	0.474747474747475	0.0409973726614563
NF1	0.454545454545455	0.00806343952403878
NF2	0.434343434343434	0.0391781657616495
RET	0.414141414141414	0.0242900744614786
CDH1	0.393939393939394	0.0829594007121454
CDK4	0.373737373737374	0.0686471659897855
CDK6	0.353535353535353	0.00679066761602094
CCND1	0.333333333333333	0.0702514530951632
CCNE1	0.313131313131313	0.0241719793261407
CDK2	0.292929292929293	0.0923470958213805
CDK1	0.272727272727273	0.0501020166744727
ERBB2	0.252525252525252	0.0947608352688519
ERBB3	0.232323232323232	0.0987656782709546
ERBB4	0.212121212121212	0.0994558813797006
KIT	-0.191919191919192	0.0697007300277324
PDGFRA	-0.171717171717172	0.0940293347403625
PDGFRB	-0.151515151515151	0.0576695196776821
FLT3	-0.131313131313131	0.0122961245046604
JAK2	-0.111111111111111	0.0364800729321818
MPL	-0.0909090909090909	0.0701161417472548
ABL1	-0.0707070707070707	0.0877823051141274
SRC	-0.0505050505050505	0.0654993041431631
LCK	-0.0303030303030303	0.000216896193395044
LYN	-0.0101010101010101	0.0764190889959977
CHIL3	0.0101010101010102	0.0587539302148652
YES1	0.0303030303030303	0.0139500749778186
FYN	0.0505050505050506	0.000642312779737964
FGR	0.0707070707070707	0.025753934694535
HCK	0.0909090909090908	0.00739324742274157
BTK	0.111111111111111	0.0990364867161567
TEC	0.131313131313131	0.025138091420239
BMX	0.151515151515152	0.0180872058060473
ITK	0.171717171717172	0.0264866918152617
TXK	0.191919191919192	0.00101319286510417
JAK1	0.212121212121212	0.0429916714302014
JAK3	0.232323232323232	0.0437610195308054
MCOLN2	0.252525252525253	0.0792174788613874
STAT3	0.272727272727273	0.0368616373711582
STAT5A	0.292929292929293	0.037050372075409
STAT5B	0.313131313131313	0.0705389168677399
IL2RA	0.333333333333333	0.0293132475294581
IL2RB	0.353535353535354	0.0505224337029766
IL2RG	0.373737373737374	0.0735574626812852
IL3RA	0.393939393939394	0.0869195552177018
IL4R	0.414141414141414	0.0227275886952707
IL5RA	0.434343434343434	0.0163470900400206
IL6R	0.454545454545455	0.0816675576669969
IL7R	0.474747474747475	0.00938277361636466
IL9R	0.494949494949495	0.0115974985308011
IL13RA1	0.515151515151515	0.0316977924584243
IL21R	0.535353535353535	0.0201770849862559
IL23R	0.555555555555556	0.0535852205763234
IL10RA	0.575757575757576	0.00324646073861565
IL10RB	0.595959595959596	0.0945065416234293
IL12RB1	0.616161616161616	0.0627306283364494
IL12RB2	0.636363636363636	0.0566080769251684
CSF2RA	0.656565656565657	0.0942661213847227
CSF2RB	0.676767676767677	0.0440424537565114
IFNAR1	0.696969696969697	0.039351544205741
IFNAR2	0.717171717171717	0.033337570699166
IFNGR1	0.737373737373737	0.00566540692342805
IFNGR2	0.757575757575758	0.0249448897947424
BCL2L15	0.777777777777778	0.094583685613917
ACTB	0.797979797979798	0.0706526243406543
GAPDH	0.818181818181818	0.0334939810517081
TUBB1	0.838383838383838	0.0166391739499652
TUBB2	0.858585858585859	0.00662110651700836
TUBB3	0.878787878787879	0.0505882524013629
TUBB4	0.898989898989899	0.0293091705276833
TUBB6	0.919191919191919	0.042502410556029
IL17RA	0.939393939393939	0.0111575555381041
MAP3K9	0.95959595959596	0.0418858969235927
MOB3C	0.97979797979798	0.0057564452879685
ZBP1	1	0.0395932124136174
