Gene_Symbol	logFC	pv
TP53	1	0.0753617023306664
BRCA1	0.97979797979798	0.08930690063752
BRCA2	0.95959595959596	0.000131816863733647
EGFR	0.939393939393939	0.0536841905522344
VEGFA	0.919191919191919	0.036509869570131
MYC	0.898989898989899	0.033054235882733
CDKN2A	0.878787878787879	0.0329661807627485
RB1	0.858585858585859	0.0431563145854064
PTEN	0.838383838383838	0.0828471447614465
BRAF	0.818181818181818	0.0576633995270342
KRAS	0.797979797979798	0.00175026995960046
NRAS	0.777777777777778	0.0601370440482491
HRAS	0.757575757575758	0.0289969229631286
PIK3CA	0.737373737373737	0.00393778945421559
AKT1	0.717171717171717	0.0334219727714054
AKT2	0.696969696969697	0.047576117908708
MTOR	0.676767676767677	0.0119344684584963
TSC1	0.656565656565657	0.0814508897603858
TSC2	0.636363636363636	0.0622868920854156
APC	0.616161616161616	0.0223021520520255
CTNNB1	0.595959595959596	0.034148574164033
SMAD4	0.575757575757576	0.0486408839819632
FBXW7	0.555555555555556	0.0431453561403384
GNAS	0.535353535353535	0.0433778293827523
STK11	0.515151515151515	0.0141174813417212
VHL	0.494949494949495	0.0815407144548985
MEN1	0.474747474747475	0.00379813939876748
NF1	0.454545454545455	0.00329402965311019
NF2	0.434343434343434	0.00292219213030513
RET	0.414141414141414	0.0926575124038209
CDH1	0.393939393939394	0.0505790458621089
CDK4	0.373737373737374	0.0266119545368134
CDK6	0.353535353535353	0.0893231913215676
CCND1	0.333333333333333	0.0331343571732774
CCNE1	0.313131313131313	0.0757481303483242
CDK2	0.292929292929293	0.0253874163824882
CDK1	0.272727272727273	0.0853123390469651
ERBB2	0.252525252525252	0.00375324159233799
ERBB3	0.232323232323232	0.0280903958748876
ERBB4	0.212121212121212	0.0757844723864999
KIT	0.191919191919192	0.0261335838573491
PDGFRA	0.171717171717172	0.0699185800585653
PDGFRB	0.151515151515151	0.0897958386145458
FLT3	0.131313131313131	0.0122104058712829
JAK2	0.111111111111111	0.0319699573240062
MPL	0.0909090909090909	0.0554057527876978
ABL1	0.0707070707070707	0.0908547471697926
SRC	0.0505050505050505	0.0896470891921844
LCK	0.0303030303030303	0.0196583280128881
LYN	0.0101010101010101	0.0138416900513747
CHIL3	-0.0101010101010102	0.0943067313934133
YES1	-0.0303030303030303	0.0112439147733703
FYN	-0.0505050505050506	0.0614683957356537
FGR	-0.0707070707070707	0.00663952036682929
HCK	-0.0909090909090908	0.00456508891702576
BTK	-0.111111111111111	0.0153661581415072
TEC	-0.131313131313131	0.0115316776110337
BMX	-0.151515151515152	0.064034492759707
ITK	-0.171717171717172	0.00984434618723888
TXK	-0.191919191919192	0.0369137458347232
JAK1	-0.212121212121212	0.0391055569280329
JAK3	-0.232323232323232	0.0611238916440129
MCOLN2	-0.252525252525253	0.0369051663998715
STAT3	-0.272727272727273	0.0136553479637634
STAT5A	-0.292929292929293	0.0594951153386194
STAT5B	-0.313131313131313	0.0941221498016731
IL2RA	-0.333333333333333	0.0106668305166178
IL2RB	-0.353535353535354	0.0754404062422957
IL2RG	-0.373737373737374	0.0589322297718073
IL3RA	-0.393939393939394	0.0106889866482931
IL4R	-0.414141414141414	0.00680520079561795
IL5RA	-0.434343434343434	0.0973985497339875
IL6R	-0.454545454545455	0.0976405689034227
IL7R	-0.474747474747475	0.00102081169142565
IL9R	-0.494949494949495	0.0166480002175856
IL13RA1	-0.515151515151515	0.0966157486352607
IL21R	-0.535353535353535	0.00712245128634983
IL23R	-0.555555555555556	0.0388239930730094
IL10RA	-0.575757575757576	0.010206417092466
IL10RB	-0.595959595959596	0.0233559173745483
IL12RB1	-0.616161616161616	0.0926273095946886
IL12RB2	-0.636363636363636	0.020285554588618
CSF2RA	-0.656565656565657	0.0550620032380433
CSF2RB	-0.676767676767677	0.0248044084114149
IFNAR1	-0.696969696969697	0.01185252411201
IFNAR2	-0.717171717171717	0.0582575878427605
IFNGR1	-0.737373737373737	0.0913926076814857
IFNGR2	-0.757575757575758	0.0127373436120656
BCL2L15	-0.777777777777778	0.0360489248487813
ACTB	-0.797979797979798	0.0731738054817001
GAPDH	-0.818181818181818	0.062315207097512
TUBB1	-0.838383838383838	0.0317219172115607
TUBB2	0.858585858585859	0.0525310967570395
TUBB3	0.878787878787879	0.0833803729931105
TUBB4	0.898989898989899	0.0849039904126851
TUBB6	0.919191919191919	0.0257440793974617
IL17RA	0.939393939393939	0.0386150376715239
MAP3K9	0.95959595959596	0.0388110966253649
MOB3C	0.97979797979798	0.0219784594242807
ZBP1	1	0.0269202787146803
