Gene_Symbol	logFC	pv
TP53	1	0.0231318202408932
BRCA1	0.97979797979798	0.0994383219393185
BRCA2	0.95959595959596	0.0676301246904924
EGFR	0.939393939393939	0.0654943685216033
VEGFA	0.919191919191919	0.07681562514469
MYC	0.898989898989899	0.0476476461837052
CDKN2A	0.878787878787879	0.0933384917202897
RB1	0.858585858585859	0.0848047180771012
PTEN	0.838383838383838	0.0223790258538219
BRAF	0.818181818181818	0.0601791879106642
KRAS	0.797979797979798	0.0704860690521425
NRAS	0.777777777777778	0.0368003266413801
HRAS	0.757575757575758	0.0766147900338272
PIK3CA	0.737373737373737	0.0240810840931488
AKT1	0.717171717171717	0.0259434302181926
AKT2	0.696969696969697	0.0291215432968706
MTOR	0.676767676767677	0.0453464675126884
TSC1	0.656565656565657	0.00780121142986019
TSC2	0.636363636363636	0.0401268421343669
APC	0.616161616161616	0.0106892073383783
CTNNB1	0.595959595959596	0.0860996751240695
SMAD4	0.575757575757576	0.0383265774434193
FBXW7	0.555555555555556	0.00327705982487139
GNAS	0.535353535353535	0.0143928624000587
STK11	0.515151515151515	0.00808222498440792
VHL	0.494949494949495	0.0174224063669939
MEN1	0.474747474747475	0.0466808723754948
NF1	0.454545454545455	0.00984058181753298
NF2	0.434343434343434	0.0164712775469443
RET	0.414141414141414	0.0364401666837011
CDH1	0.393939393939394	0.048988679420226
CDK4	0.373737373737374	0.00171329863487486
CDK6	0.353535353535353	0.0594968659368977
CCND1	0.333333333333333	0.0615054772465797
CCNE1	0.313131313131313	0.0417365318846347
CDK2	0.292929292929293	0.0998705528312364
CDK1	0.272727272727273	0.0772976645612577
ERBB2	0.252525252525252	0.0206079037360297
ERBB3	0.232323232323232	0.0347741645815358
ERBB4	0.212121212121212	0.0173689878975445
KIT	0.191919191919192	0.0721200440540446
PDGFRA	0.171717171717172	0.012542773056343
PDGFRB	0.151515151515151	0.0684261128296523
FLT3	0.131313131313131	0.0134836550899898
JAK2	0.111111111111111	0.0440610475133983
MPL	0.0909090909090909	0.0327104463832995
ABL1	0.0707070707070707	0.0370780717943131
SRC	0.0505050505050505	0.0212316227739429
LCK	0.0303030303030303	0.0469582209604869
LYN	0.0101010101010101	0.0319336582007807
CHIL3	-0.0101010101010102	0.0510047569806655
YES1	-0.0303030303030303	0.0774164464994719
FYN	-0.0505050505050506	0.0797550152519879
FGR	-0.0707070707070707	0.0777437050559541
HCK	-0.0909090909090908	0.0374706884944555
BTK	-0.111111111111111	0.091532139067801
TEC	-0.131313131313131	0.0120830285577728
BMX	-0.151515151515152	0.0106091101698084
ITK	-0.171717171717172	0.0765860815731198
TXK	-0.191919191919192	0.0457402951068353
JAK1	0.212121212121212	0.0540774592234389
JAK3	0.232323232323232	0.0944960547126698
MCOLN2	0.252525252525253	0.0155434127307597
STAT3	0.272727272727273	0.0483803778232961
STAT5A	0.292929292929293	0.0825680696234588
STAT5B	0.313131313131313	0.0676810097428088
IL2RA	0.333333333333333	0.0704657759045059
IL2RB	0.353535353535354	0.0689697728890444
IL2RG	0.373737373737374	0.0745655037249836
IL3RA	0.393939393939394	0.0481677807603461
IL4R	0.414141414141414	0.0672478774868591
IL5RA	0.434343434343434	0.0533384620998398
IL6R	0.454545454545455	0.0280052357747099
IL7R	0.474747474747475	0.032241245798393
IL9R	0.494949494949495	0.0708589743287828
IL13RA1	0.515151515151515	0.0574269737660664
IL21R	0.535353535353535	0.0554445360417365
IL23R	0.555555555555556	0.0150285842087158
IL10RA	0.575757575757576	0.0313112659516474
IL10RB	0.595959595959596	0.0904220340068754
IL12RB1	0.616161616161616	0.063069903147964
IL12RB2	0.636363636363636	0.0304084130501863
CSF2RA	0.656565656565657	0.0288967425625682
CSF2RB	0.676767676767677	0.0294409794717289
IFNAR1	0.696969696969697	0.00201421244435132
IFNAR2	0.717171717171717	0.0527441275048858
IFNGR1	0.737373737373737	0.0216922952772517
IFNGR2	0.757575757575758	0.0550949037564983
BCL2L15	0.777777777777778	0.0364676473962238
ACTB	0.797979797979798	0.0748175372789532
GAPDH	0.818181818181818	0.0953715454671592
TUBB1	0.838383838383838	0.0702156031650553
TUBB2	0.858585858585859	0.0810700972738378
TUBB3	0.878787878787879	0.00166275874312305
TUBB4	0.898989898989899	0.0449993776136164
TUBB6	0.919191919191919	0.0521390687417103
IL17RA	0.939393939393939	0.0440834008555374
MAP3K9	0.95959595959596	0.0069709188813718
MOB3C	0.97979797979798	0.00699109572044527
ZBP1	1	0.0655774469148916
