Gene_Symbol	logFC	pv
TP53	1	0.082923800143249
BRCA1	0.97979797979798	0.044533927633185
BRCA2	-0.95959595959596	0.0173921105568194
EGFR	-0.939393939393939	0.00404299060807674
VEGFA	-0.919191919191919	0.0199882840090897
MYC	-0.898989898989899	0.054904246064028
CDKN2A	-0.878787878787879	0.0397907643237058
RB1	-0.858585858585859	0.00623397614361565
PTEN	-0.838383838383838	0.0821387909496625
BRAF	-0.818181818181818	0.0542896570679204
KRAS	-0.797979797979798	0.0544932327320151
NRAS	-0.777777777777778	0.0644794840263991
HRAS	-0.757575757575758	0.0433893974059846
PIK3CA	-0.737373737373737	0.00842955229623073
AKT1	-0.717171717171717	0.0127844408091047
AKT2	-0.696969696969697	0.0341482492839411
MTOR	-0.676767676767677	0.0283391965495472
TSC1	-0.656565656565657	0.0818104888141335
TSC2	-0.636363636363636	0.0511785682651134
APC	-0.616161616161616	0.0144586433310685
CTNNB1	-0.595959595959596	0.0630661478824226
SMAD4	-0.575757575757576	0.0705998982191247
FBXW7	-0.555555555555556	0.0452079212767242
GNAS	-0.535353535353535	0.0798994123130704
STK11	-0.515151515151515	0.0988375684661126
VHL	-0.494949494949495	0.0629372086342357
MEN1	-0.474747474747475	0.0164367448689386
NF1	-0.454545454545455	0.0785307265207202
NF2	-0.434343434343434	0.0521623178497567
RET	-0.414141414141414	0.0696289732420226
CDH1	-0.393939393939394	0.0369637440909681
CDK4	-0.373737373737374	0.0663376609714696
CDK6	-0.353535353535353	0.0741269193200768
CCND1	-0.333333333333333	0.0189480566670085
CCNE1	-0.313131313131313	0.0724899026169179
CDK2	-0.292929292929293	0.0382728421192788
CDK1	-0.272727272727273	0.0681243182253144
ERBB2	-0.252525252525252	0.0624355541714849
ERBB3	-0.232323232323232	0.0386391035396368
ERBB4	-0.212121212121212	0.090957042164333
KIT	-0.191919191919192	0.0481754850834282
PDGFRA	-0.171717171717172	0.0335080645524272
PDGFRB	-0.151515151515151	0.0340851002169227
FLT3	-0.131313131313131	0.0710223868333152
JAK2	-0.111111111111111	0.05804890822095
MPL	-0.0909090909090909	0.0780048620657581
ABL1	-0.0707070707070707	0.0469290863232228
SRC	-0.0505050505050505	0.0526614710409369
LCK	-0.0303030303030303	0.0251019690531567
LYN	-0.0101010101010101	0.00285457190829277
CHIL3	0.0101010101010102	0.0917695050070346
YES1	0.0303030303030303	0.0630284557741
FYN	0.0505050505050506	0.080814534058597
FGR	0.0707070707070707	0.0846468040074271
HCK	0.0909090909090908	0.0284043485044119
BTK	0.111111111111111	0.0637290551113459
TEC	0.131313131313131	0.0537846122715198
BMX	0.151515151515152	0.0394709973539818
ITK	0.171717171717172	0.0888130629622975
TXK	0.191919191919192	0.0688016207521663
JAK1	0.212121212121212	0.0997468969643865
JAK3	0.232323232323232	0.0759051281145915
MCOLN2	0.252525252525253	0.016999819831852
STAT3	0.272727272727273	0.0664601990332862
STAT5A	0.292929292929293	0.0290082163694027
STAT5B	0.313131313131313	0.0580360955266286
IL2RA	0.333333333333333	0.021774376251518
IL2RB	0.353535353535354	0.034633878402196
IL2RG	0.373737373737374	0.0844326420428917
IL3RA	0.393939393939394	0.0699691763608811
IL4R	0.414141414141414	0.0912455536022517
IL5RA	0.434343434343434	0.0342488699519969
IL6R	0.454545454545455	0.00542902605933797
IL7R	0.474747474747475	0.0490960877850512
IL9R	0.494949494949495	0.000662547133178393
IL13RA1	0.515151515151515	0.00357697614603936
IL21R	0.535353535353535	0.0357833408830619
IL23R	0.555555555555556	0.0956625760246212
IL10RA	0.575757575757576	0.0135303714748712
IL10RB	0.595959595959596	0.000195309525872034
IL12RB1	0.616161616161616	0.028938159754745
IL12RB2	0.636363636363636	0.0506922105467339
CSF2RA	0.656565656565657	0.0762297782295217
CSF2RB	0.676767676767677	0.0716087302516833
IFNAR1	0.696969696969697	0.0145652219974085
IFNAR2	0.717171717171717	0.0944308668374603
IFNGR1	0.737373737373737	0.00558348390246941
IFNGR2	0.757575757575758	0.0228823850207071
BCL2L15	0.777777777777778	0.0889300580419533
ACTB	0.797979797979798	0.0610863814531797
GAPDH	0.818181818181818	0.0791365504678748
TUBB1	0.838383838383838	0.0702833564959782
TUBB2	0.858585858585859	0.0103483844460062
TUBB3	0.878787878787879	0.00222271715277458
TUBB4	0.898989898989899	0.0418787980927672
TUBB6	0.919191919191919	0.0685666781053605
IL17RA	0.939393939393939	0.034533200981571
MAP3K9	0.95959595959596	0.0967628398089431
MOB3C	0.97979797979798	0.0185632312282689
ZBP1	1	0.00985324018893792
