Gene_Symbol	logFC	pv
TP53	1	0.0802021272362499
BRCA1	0.97979797979798	0.00104910411768486
BRCA2	0.95959595959596	0.0263528698912548
EGFR	0.939393939393939	0.0451926883648433
VEGFA	0.919191919191919	0.0704474483568081
MYC	0.898989898989899	0.0147356629074409
CDKN2A	0.878787878787879	0.064422727142799
RB1	0.858585858585859	0.0767852001761106
PTEN	0.838383838383838	0.0882411424078033
BRAF	0.818181818181818	0.0390730420106777
KRAS	0.797979797979798	0.0441436704949577
NRAS	0.777777777777778	0.0740670422227645
HRAS	0.757575757575758	0.0633878803356314
PIK3CA	0.737373737373737	0.0652396642971752
AKT1	0.717171717171717	0.0306075404038108
AKT2	0.696969696969697	0.0177840333174522
MTOR	0.676767676767677	0.0562850252004029
TSC1	0.656565656565657	0.0940834796814656
TSC2	0.636363636363636	0.0451762658427779
APC	0.616161616161616	0.0544925626322844
CTNNB1	0.595959595959596	0.064154412991812
SMAD4	0.575757575757576	0.0400770358903856
FBXW7	0.555555555555556	0.054232426095022
GNAS	0.535353535353535	0.0717841227240093
STK11	0.515151515151515	0.0520317168843565
VHL	0.494949494949495	0.0755964280553386
MEN1	0.474747474747475	0.0837646784139448
NF1	0.454545454545455	0.0460219104135938
NF2	0.434343434343434	0.0555483499566268
RET	0.414141414141414	0.00423608029241507
CDH1	0.393939393939394	0.0579431924285427
CDK4	0.373737373737374	0.0299446753068885
CDK6	0.353535353535353	0.0889563429667664
CCND1	0.333333333333333	0.0147134907782444
CCNE1	0.313131313131313	0.0570986092455907
CDK2	0.292929292929293	0.021898284439353
CDK1	0.272727272727273	0.0854215391717137
ERBB2	0.252525252525252	0.0570124474398028
ERBB3	0.232323232323232	0.067640922228939
ERBB4	0.212121212121212	0.0599664731147222
KIT	0.191919191919192	0.0290830586514677
PDGFRA	0.171717171717172	0.00923245050237966
PDGFRB	0.151515151515151	0.0359615886676519
FLT3	0.131313131313131	0.0575178727350412
JAK2	0.111111111111111	0.024298081401378
MPL	0.0909090909090909	0.00319131703150504
ABL1	0.0707070707070707	0.0180851582292927
SRC	0.0505050505050505	0.0753580525376556
LCK	0.0303030303030303	0.00922386283534316
LYN	0.0101010101010101	0.0367648475118685
CHIL3	-0.0101010101010102	0.0349202764823499
YES1	-0.0303030303030303	0.0575268899135345
FYN	-0.0505050505050506	0.0136093085508069
FGR	-0.0707070707070707	0.0854021616791101
HCK	-0.0909090909090908	0.0428611211126206
BTK	-0.111111111111111	0.0296294996307189
TEC	-0.131313131313131	0.097364678492578
BMX	-0.151515151515152	0.0999505165088422
ITK	-0.171717171717172	0.0249786860023161
TXK	-0.191919191919192	0.0213121120767248
JAK1	-0.212121212121212	0.0829508452667543
JAK3	-0.232323232323232	0.0351442597213605
MCOLN2	-0.252525252525253	0.00819887533771855
STAT3	-0.272727272727273	0.0680341008143962
STAT5A	-0.292929292929293	0.0144922785484159
STAT5B	-0.313131313131313	0.0367067036302316
IL2RA	-0.333333333333333	0.0460856376114204
IL2RB	-0.353535353535354	0.0256477265669922
IL2RG	-0.373737373737374	0.0761963485472595
IL3RA	-0.393939393939394	0.0453912828982936
IL4R	-0.414141414141414	0.0498393890384914
IL5RA	-0.434343434343434	0.0875444944602045
IL6R	-0.454545454545455	0.07639391759398
IL7R	-0.474747474747475	0.0754220420155846
IL9R	-0.494949494949495	0.0469032787623686
IL13RA1	-0.515151515151515	0.0853902202013437
IL21R	-0.535353535353535	0.028353301336961
IL23R	-0.555555555555556	0.0412184403303144
IL10RA	-0.575757575757576	0.0374744655358324
IL10RB	-0.595959595959596	0.0269413751190946
IL12RB1	-0.616161616161616	0.0198248110437209
IL12RB2	-0.636363636363636	0.0401033204962218
CSF2RA	-0.656565656565657	0.0648890385751283
CSF2RB	-0.676767676767677	0.03836693587103
IFNAR1	-0.696969696969697	0.0777220173345686
IFNAR2	-0.717171717171717	0.0265558164975118
IFNGR1	-0.737373737373737	0.0222445552511129
IFNGR2	-0.757575757575758	0.0332092084004877
BCL2L15	0.777777777777778	0.0779268845870536
ACTB	0.797979797979798	0.0137056362260424
GAPDH	0.818181818181818	0.0610129164502492
TUBB1	0.838383838383838	0.0889828336394537
TUBB2	0.858585858585859	0.0812197954890568
TUBB3	0.878787878787879	0.0149566971645328
TUBB4	0.898989898989899	0.019360488060347
TUBB6	0.919191919191919	0.027874820759758
IL17RA	0.939393939393939	0.0608954980357471
MAP3K9	0.95959595959596	0.0492241783242932
MOB3C	0.97979797979798	0.0403265353611371
ZBP1	1	0.0365738987211806
