Gene_Symbol	logFC	pv
TP53	1	0.0442527580267754
BRCA1	0.97979797979798	0.00739212753169909
BRCA2	0.95959595959596	0.0540028920529817
EGFR	0.939393939393939	0.0560569771765849
VEGFA	0.919191919191919	0.0850493301702546
MYC	0.898989898989899	0.0481784323031278
CDKN2A	0.878787878787879	0.0950552220166681
RB1	0.858585858585859	0.0593901078889694
PTEN	0.838383838383838	0.0406263151875809
BRAF	0.818181818181818	0.0566098693917724
KRAS	0.797979797979798	0.0674590215953241
NRAS	0.777777777777778	0.0609260253435259
HRAS	0.757575757575758	0.0817133890860038
PIK3CA	0.737373737373737	0.0360230032843774
AKT1	0.717171717171717	0.017350380138188
AKT2	0.696969696969697	0.0078359849076115
MTOR	0.676767676767677	0.0404861956618138
TSC1	0.656565656565657	0.0774970732899078
TSC2	0.636363636363636	0.0537323377571891
APC	0.616161616161616	0.0833140767601755
CTNNB1	0.595959595959596	0.0413874230015029
SMAD4	0.575757575757576	0.0551316189550235
FBXW7	-0.555555555555556	0.0395734484206397
GNAS	-0.535353535353535	0.0907848956304399
STK11	-0.515151515151515	0.0364146356711164
VHL	-0.494949494949495	0.0197597711466102
MEN1	-0.474747474747475	0.0836852520745037
NF1	-0.454545454545455	0.028535213243584
NF2	-0.434343434343434	0.0880756653968337
RET	-0.414141414141414	0.00700375730142895
CDH1	-0.393939393939394	0.0135181258916443
CDK4	-0.373737373737374	0.0957214061360922
CDK6	-0.353535353535353	0.0216993778103276
CCND1	-0.333333333333333	0.046093466828296
CCNE1	-0.313131313131313	0.0769093481527744
CDK2	-0.292929292929293	0.0913071899653382
CDK1	-0.272727272727273	0.00726810268108018
ERBB2	-0.252525252525252	0.0623268236491825
ERBB3	-0.232323232323232	0.0659393548692773
ERBB4	-0.212121212121212	0.0777923790405161
KIT	-0.191919191919192	0.0814587212345945
PDGFRA	-0.171717171717172	0.0319873736322251
PDGFRB	-0.151515151515151	0.0937341303176378
FLT3	-0.131313131313131	0.00279433279519665
JAK2	-0.111111111111111	0.043005627910323
MPL	-0.0909090909090909	0.0490475714518638
ABL1	-0.0707070707070707	0.0209379794179167
SRC	-0.0505050505050505	0.0388933755555705
LCK	-0.0303030303030303	0.0415063064961405
LYN	-0.0101010101010101	0.0497359004591772
CHIL3	0.0101010101010102	0.00362861360452307
YES1	0.0303030303030303	0.0899681884828603
FYN	0.0505050505050506	0.0818673632373237
FGR	0.0707070707070707	0.067254836708959
HCK	0.0909090909090908	0.0699250737564849
BTK	0.111111111111111	0.0589058792334178
TEC	0.131313131313131	0.0170363235072561
BMX	0.151515151515152	0.0343899306191844
ITK	0.171717171717172	0.0750305451264875
TXK	0.191919191919192	0.00451554193568953
JAK1	0.212121212121212	0.0415956051944608
JAK3	0.232323232323232	0.0477955830832386
MCOLN2	0.252525252525253	0.000851121283144707
STAT3	0.272727272727273	0.0762075337795203
STAT5A	0.292929292929293	0.00213561235607109
STAT5B	0.313131313131313	0.062290593465633
IL2RA	0.333333333333333	0.0688450781092893
IL2RB	0.353535353535354	0.0840898211001821
IL2RG	0.373737373737374	0.0388121281614804
IL3RA	0.393939393939394	0.00601891103791132
IL4R	0.414141414141414	0.00590475613051318
IL5RA	0.434343434343434	0.0842064935670514
IL6R	0.454545454545455	0.080679907951674
IL7R	0.474747474747475	0.0338633853030473
IL9R	0.494949494949495	0.0206867511327584
IL13RA1	0.515151515151515	0.0673933162050226
IL21R	0.535353535353535	0.0576428626196236
IL23R	0.555555555555556	0.0546403405638657
IL10RA	0.575757575757576	0.0100303104154559
IL10RB	0.595959595959596	0.0834048917355368
IL12RB1	0.616161616161616	0.0193472607251383
IL12RB2	0.636363636363636	0.0415106522638666
CSF2RA	0.656565656565657	0.065395656367529
CSF2RB	0.676767676767677	0.0963940463735163
IFNAR1	0.696969696969697	0.0790562460436934
IFNAR2	0.717171717171717	0.0304413333173116
IFNGR1	0.737373737373737	0.00138294159752341
IFNGR2	0.757575757575758	0.00437533700653532
BCL2L15	0.777777777777778	0.0242824468630207
ACTB	0.797979797979798	0.0207256040995304
GAPDH	0.818181818181818	0.0914407118461963
TUBB1	0.838383838383838	0.00392251286322178
TUBB2	0.858585858585859	0.0593338255336239
TUBB3	0.878787878787879	0.0583666762381355
TUBB4	0.898989898989899	0.0992346456100929
TUBB6	0.919191919191919	0.0960382565991743
IL17RA	0.939393939393939	0.00437196279989145
MAP3K9	0.95959595959596	0.027961184081181
MOB3C	0.97979797979798	0.0125299840579583
ZBP1	1	0.00295998444059151
