Gene_Symbol	logFC	pv
TP53	1	0.0772999920233136
BRCA1	0.97979797979798	0.0527197319664737
BRCA2	0.95959595959596	0.0646267938356129
EGFR	0.939393939393939	0.0287464700050982
VEGFA	0.919191919191919	0.0314747678005308
MYC	0.898989898989899	0.000268441451792967
CDKN2A	0.878787878787879	0.0142996438620312
RB1	0.858585858585859	0.0284348818334671
PTEN	0.838383838383838	0.0221210627412493
BRAF	0.818181818181818	0.0625291147419375
KRAS	0.797979797979798	0.0330227991625218
NRAS	0.777777777777778	0.0533757815039031
HRAS	0.757575757575758	0.0157034697711641
PIK3CA	0.737373737373737	0.0434162612715241
AKT1	0.717171717171717	0.0968482414307569
AKT2	0.696969696969697	0.00695492140097187
MTOR	0.676767676767677	0.0757927227901806
TSC1	0.656565656565657	0.062220819647635
TSC2	0.636363636363636	0.0521033166003416
APC	0.616161616161616	0.0346456071237533
CTNNB1	0.595959595959596	0.0715703918383174
SMAD4	0.575757575757576	0.00521294750258647
FBXW7	0.555555555555556	0.0020830394746465
GNAS	0.535353535353535	0.00852959261304917
STK11	0.515151515151515	0.0891879090993346
VHL	0.494949494949495	0.097850973000692
MEN1	0.474747474747475	0.0974090808980105
NF1	0.454545454545455	0.0866137831766345
NF2	0.434343434343434	0.0867095676564578
RET	0.414141414141414	0.0421933946338484
CDH1	0.393939393939394	0.0245511392581701
CDK4	0.373737373737374	0.0476456282256031
CDK6	0.353535353535353	0.0736847629663206
CCND1	0.333333333333333	0.0426939610823723
CCNE1	0.313131313131313	0.0281551560443415
CDK2	0.292929292929293	0.0262118879030204
CDK1	0.272727272727273	0.0578346426471359
ERBB2	0.252525252525252	0.0215631740747412
ERBB3	0.232323232323232	0.0401446888230762
ERBB4	0.212121212121212	0.0517296917948862
KIT	0.191919191919192	0.0640782746351111
PDGFRA	0.171717171717172	0.0914631906027466
PDGFRB	0.151515151515151	0.0905137355848336
FLT3	0.131313131313131	0.0403218798128229
JAK2	0.111111111111111	0.033151718299256
MPL	0.0909090909090909	0.0991897127870416
ABL1	0.0707070707070707	0.0800809432081561
SRC	0.0505050505050505	0.0763894313779467
LCK	0.0303030303030303	0.0691907689689916
LYN	0.0101010101010101	0.096469200392167
CHIL3	-0.0101010101010102	0.0383084610354057
YES1	-0.0303030303030303	0.015893755466039
FYN	-0.0505050505050506	0.0564679247713475
FGR	-0.0707070707070707	0.00191027870986744
HCK	-0.0909090909090908	0.0239982495042138
BTK	-0.111111111111111	0.024944637145429
TEC	-0.131313131313131	0.0664220769450456
BMX	-0.151515151515152	0.0369046995148608
ITK	-0.171717171717172	0.0529714546821179
TXK	-0.191919191919192	0.0533221222009082
JAK1	-0.212121212121212	0.046433832147402
JAK3	-0.232323232323232	0.0948483012981981
MCOLN2	-0.252525252525253	0.0247320436583035
STAT3	-0.272727272727273	0.0151714765395404
STAT5A	-0.292929292929293	0.0235310189467331
STAT5B	-0.313131313131313	0.0109812632499569
IL2RA	0.333333333333333	0.0349462943059404
IL2RB	0.353535353535354	0.0794909875673916
IL2RG	0.373737373737374	0.0792210919478368
IL3RA	0.393939393939394	0.0645272117452336
IL4R	0.414141414141414	0.0879794771912966
IL5RA	0.434343434343434	0.046436686859996
IL6R	0.454545454545455	0.0986156070811294
IL7R	0.474747474747475	0.067302574635255
IL9R	0.494949494949495	0.094677188621635
IL13RA1	0.515151515151515	0.026212473473786
IL21R	0.535353535353535	0.0684249817471471
IL23R	0.555555555555556	0.0767936437089034
IL10RA	0.575757575757576	0.0563308232428422
IL10RB	0.595959595959596	0.0337775114107551
IL12RB1	0.616161616161616	0.0775601549973832
IL12RB2	0.636363636363636	0.0466442555190525
CSF2RA	0.656565656565657	0.0929066434698097
CSF2RB	0.676767676767677	0.0422265693042853
IFNAR1	0.696969696969697	0.0520948069998116
IFNAR2	0.717171717171717	0.0749094916128385
IFNGR1	0.737373737373737	0.0890403426077821
IFNGR2	0.757575757575758	0.0919870715903606
BCL2L15	0.777777777777778	0.0571432649329584
ACTB	0.797979797979798	0.0882204873153398
GAPDH	0.818181818181818	0.0672109400512095
TUBB1	0.838383838383838	0.0624954445153016
TUBB2	0.858585858585859	0.00353339542601141
TUBB3	0.878787878787879	0.0676449798421189
TUBB4	0.898989898989899	0.0864288216780832
TUBB6	0.919191919191919	0.0723937735586951
IL17RA	0.939393939393939	0.0715514429642216
MAP3K9	0.95959595959596	0.0655527779076778
MOB3C	0.97979797979798	0.0345347777423068
ZBP1	1	0.0672172474683585
