Gene_Symbol	logFC	pv
TP53	1	0.0274880608605418
BRCA1	0.97979797979798	0.0632100133935026
BRCA2	0.95959595959596	0.00945133510320453
EGFR	0.939393939393939	0.0146714486470209
VEGFA	0.919191919191919	0.0578322412068363
MYC	0.898989898989899	0.0351465222377186
CDKN2A	0.878787878787879	0.0407786783255471
RB1	0.858585858585859	0.0409203415255497
PTEN	0.838383838383838	0.0175616545827058
BRAF	0.818181818181818	0.0264694527643869
KRAS	0.797979797979798	0.0895846698004757
NRAS	0.777777777777778	0.0551658394130946
HRAS	0.757575757575758	0.00183278150744037
PIK3CA	0.737373737373737	0.0109634270058336
AKT1	0.717171717171717	0.0531381539344164
AKT2	0.696969696969697	0.0830641777463463
MTOR	0.676767676767677	0.0187301924014367
TSC1	0.656565656565657	0.049149783889051
TSC2	0.636363636363636	0.00373504205118671
APC	0.616161616161616	0.0466274873399236
CTNNB1	0.595959595959596	0.0673072417521727
SMAD4	0.575757575757576	0.0993250093639432
FBXW7	0.555555555555556	0.0669529522149855
GNAS	0.535353535353535	0.0603510236634186
STK11	0.515151515151515	0.065693383881764
VHL	0.494949494949495	0.0612751972270118
MEN1	0.474747474747475	0.0743274172682757
NF1	0.454545454545455	0.0183371994617367
NF2	0.434343434343434	0.0345557814052743
RET	0.414141414141414	0.0108464198290164
CDH1	0.393939393939394	0.032093113728909
CDK4	0.373737373737374	0.0717944581714313
CDK6	0.353535353535353	0.0657165035675849
CCND1	0.333333333333333	0.0178408201061259
CCNE1	0.313131313131313	0.0764471170472856
CDK2	0.292929292929293	0.0789584744382687
CDK1	-0.272727272727273	0.0938449740733862
ERBB2	-0.252525252525252	0.0537894283906752
ERBB3	-0.232323232323232	0.0212270560339118
ERBB4	-0.212121212121212	0.0358598922844244
KIT	-0.191919191919192	0.0257317080297373
PDGFRA	-0.171717171717172	0.0901228154898703
PDGFRB	-0.151515151515151	0.00659975228041638
FLT3	-0.131313131313131	0.0267007173575017
JAK2	-0.111111111111111	0.0843795564536468
MPL	-0.0909090909090909	0.0377798738186357
ABL1	-0.0707070707070707	0.0332825203629039
SRC	-0.0505050505050505	0.0662169734679743
LCK	-0.0303030303030303	0.0695109357082618
LYN	-0.0101010101010101	0.0645859271862733
CHIL3	0.0101010101010102	0.0922393027854692
YES1	0.0303030303030303	0.00667722153669885
FYN	0.0505050505050506	0.0803846394705094
FGR	0.0707070707070707	0.0515791634157068
HCK	0.0909090909090908	0.0462892512437701
BTK	0.111111111111111	0.00153642737980206
TEC	0.131313131313131	0.0571570936504163
BMX	0.151515151515152	0.0702167185688083
ITK	0.171717171717172	0.079530774113746
TXK	0.191919191919192	0.0227363597045404
JAK1	0.212121212121212	0.0723361013278438
JAK3	0.232323232323232	0.0119587734116578
MCOLN2	0.252525252525253	0.0401264803488953
STAT3	0.272727272727273	0.0247836075266413
STAT5A	0.292929292929293	0.00089851649600412
STAT5B	0.313131313131313	0.0145834081295632
IL2RA	0.333333333333333	0.0693333934509663
IL2RB	0.353535353535354	0.00567333319717633
IL2RG	0.373737373737374	0.0559276634528832
IL3RA	0.393939393939394	0.0667618564432672
IL4R	0.414141414141414	0.0375303171134885
IL5RA	0.434343434343434	0.0911524295951786
IL6R	0.454545454545455	0.0435349643115803
IL7R	0.474747474747475	0.0465208614349976
IL9R	0.494949494949495	0.0195348377752648
IL13RA1	0.515151515151515	0.0374837340510076
IL21R	0.535353535353535	0.0465389315585785
IL23R	0.555555555555556	0.0493962188158662
IL10RA	0.575757575757576	0.0051731799117686
IL10RB	0.595959595959596	0.0205997734648783
IL12RB1	0.616161616161616	0.0288717071250961
IL12RB2	0.636363636363636	0.0790619553046
CSF2RA	0.656565656565657	0.0956365186863305
CSF2RB	0.676767676767677	0.0321990811250082
IFNAR1	0.696969696969697	0.082769465300925
IFNAR2	0.717171717171717	0.0242880864916884
IFNGR1	0.737373737373737	0.015709432830074
IFNGR2	0.757575757575758	0.000881842160504931
BCL2L15	0.777777777777778	0.0470915252625463
ACTB	0.797979797979798	8.41862827584805e-05
GAPDH	0.818181818181818	0.0308844795697521
TUBB1	0.838383838383838	0.0778483976354004
TUBB2	0.858585858585859	0.0690297212578205
TUBB3	0.878787878787879	0.0332362350003393
TUBB4	0.898989898989899	0.0963884243259582
TUBB6	0.919191919191919	0.0900603732521553
IL17RA	0.939393939393939	0.0822527358381809
MAP3K9	0.95959595959596	0.0701130517241566
MOB3C	0.97979797979798	0.0522599920106298
ZBP1	1	0.0512188037354967
